Código Tabela	Código Periodicidade
868	Ano
869	Ano
870	Ano
871	Ano
872	Ano
873	Ano
874	Ano
875	Ano
876	Ano
877	Ano
880	Ano
881	Ano
882	Ano
883	Ano
884	Ano
885	Ano
886	Ano
887	Ano
888	Ano
889	Ano
891	Ano
892	Ano
893	Ano
894	Ano
895	Ano
896	Ano
897	Ano
898	Ano
899	Ano
900	Ano
901	Ano
902	Ano
903	Ano
904	Ano
905	Ano
906	Ano
907	Ano
909	Ano
910	Ano
911	Semestre
912	Semestre
913	Ano
914	Ano
915	Trimestre
916	Ano
919	Ano
920	Ano
921	Ano
922	Ano
923	Ano
925	Ano
926	Ano
927	Ano
928	Ano
929	Ano
930	Ano
931	Ano
932	Ano
933	Ano
935	Ano
936	Ano
937	Ano
938	Ano
939	Ano
940	Ano
941	Ano
942	Ano
943	Ano
944	Ano
945	Ano
946	Ano
947	Ano
948	Ano
949	Ano
950	Ano
951	Ano
952	Ano
953	Ano
954	Ano
955	Ano
956	Ano
957	Ano
958	Ano
959	Ano
960	Ano
961	Ano
962	Ano
963	Ano
964	Ano
965	Ano
966	Ano
967	Ano
968	Ano
969	Ano
970	Ano
971	Ano
972	Ano
973	Ano
974	Ano
975	Ano
976	Ano
977	Ano
978	Ano
982	Ano
983	Ano
984	Ano
985	Ano
986	Ano
988	Ano
992	Ano
993	Ano
994	Ano
995	Ano
997	Ano
999	Mês
1000	Ano
1001	Ano
1002	Ano
1003	Ano
1004	Ano
1005	Ano
1006	Ano
1008	Ano
1009	Ano
1010	Ano
1011	Ano
1012	Ano
1013	Ano
1014	Ano
1015	Ano
1016	Ano
1017	Ano
1018	Ano
1019	Ano
1020	Ano
1021	Ano
1022	Ano
1023	Ano
1024	Ano
1025	Ano
1026	Ano
1027	Ano
1028	Ano
1029	Ano
1030	Ano
1031	Ano
1032	Ano
1033	Ano
1034	Ano
1035	Ano
1036	Ano
1086	Trimestre
1088	Trimestre
1089	Trimestre
1090	Trimestre
1092	Trimestre
1093	Trimestre
1094	Trimestre
1096	Ano
1097	Ano
1098	Ano
1099	Ano
1100	Mês
1101	Ano
1102	Ano
1103	Ano
1104	Ano
1105	Ano
1106	Ano
1107	Ano
1108	Ano
1109	Ano
1110	Ano
1111	Ano
1112	Ano
1113	Ano
1114	Ano
1115	Ano
1116	Ano
1117	Ano
1118	Ano
1119	Ano
1120	Ano
1121	Ano
1122	Ano
1123	Ano
1124	Ano
1125	Ano
1126	Ano
1127	Ano
1128	Ano
1129	Ano
1130	Ano
1131	Ano
1132	Ano
1133	Ano
1134	Ano
1135	Ano
1136	Ano
1137	Ano
1138	Ano
1139	Ano
1140	Ano
1141	Ano
1142	Ano
1143	Ano
1144	Ano
1145	Ano
1146	Ano
1147	Ano
1148	Ano
1149	Ano
1150	Ano
1151	Ano
1152	Ano
1153	Ano
1154	Ano
1155	Ano
1156	Ano
1157	Ano
1158	Ano
1159	Ano
1160	Ano
1161	Ano
1162	Ano
1163	Ano
1164	Ano
1165	Ano
1166	Ano
1167	Ano
1168	Ano
1169	Ano
1170	Ano
1171	Ano
1172	Ano
1173	Ano
1174	Ano
1175	Ano
1176	Ano
1177	Ano
1178	Ano
1179	Ano
1180	Ano
1181	Ano
1182	Ano
1183	Ano
1184	Ano
1185	Ano
1186	Ano
1187	Ano
1188	Ano
1189	Ano
1190	Ano
1191	Ano
1192	Ano
1193	Ano
1194	Ano
1195	Ano
1196	Ano
1197	Ano
1198	Ano
1199	Ano
1201	Ano
1202	Ano
1203	Ano
1204	Ano
1205	Ano
1206	Ano
1207	Ano
1208	Ano
1209	Ano
1210	Ano
1211	Ano
1212	Ano
1219	Ano
1220	Ano
1221	Ano
1224	Ano
1225	Ano
1226	Ano
1227	Ano
1228	Ano
1229	Ano
1230	Ano
1231	Ano
1232	Ano
1233	Ano
1234	Ano
1235	Ano
1236	Ano
1237	Ano
1238	Ano
1239	Ano
1240	Ano
1241	Ano
1242	Ano
1244	Ano
1245	Ano
1246	Ano
1247	Ano
1248	Ano
1249	Ano
1250	Ano
1251	Ano
1255	Ano
1256	Ano
1257	Ano
1258	Ano
1259	Ano
1260	Ano
1261	Ano
1262	Ano
1263	Mês
1264	Mês
1265	Mês
1266	Mês
1267	Ano
1268	Ano
1269	Ano
1270	Ano
1271	Ano
1272	Ano
1273	Ano
1274	Ano
1275	Ano
1276	Ano
1277	Ano
1278	Ano
1279	Ano
1280	Ano
1285	Ano
1286	Ano
1287	Ano
1288	Ano
1289	Ano
1290	Ano
1292	Ano
1294	Ano
1296	Ano
1298	Ano
1300	Ano
1301	Ano
1302	Ano
1306	Ano
1307	Ano
1309	Ano
1310	Ano
1311	Ano
1315	Ano
1324	Ano
1326	Ano
1327	Ano
1328	Ano
1329	Ano
1330	Ano
1331	Ano
1332	Ano
1336	Ano
1340	Ano
1341	Ano
1344	Ano
1345	Ano
1352	Ano
1353	Ano
1354	Ano
1356	Ano
1358	Ano
1359	Ano
1361	Ano
1362	Ano
1364	Ano
1365	Ano
1366	Ano
1367	Ano
1368	Ano
1369	Ano
1372	Ano
1377	Ano
1378	Ano
1379	Ano
1381	Ano
1382	Ano
1383	Ano
1384	Ano
1385	Ano
1386	Ano
1387	Mês
1390	Ano
1391	Ano
1393	Ano
1394	Ano
1395	Ano
1397	Ano
1398	Ano
1399	Ano
1400	Ano
1401	Ano
1402	Ano
1403	Ano
1404	Ano
1405	Ano
1406	Ano
1407	Ano
1408	Ano
1409	Ano
1410	Ano
1411	Ano
1412	Ano
1413	Ano
1414	Ano
1415	Ano
1416	Ano
1417	Ano
1418	Ano
1419	Mês
1420	Mês
1421	Ano
1422	Ano
1423	Ano
1424	Ano
1425	Ano
1426	Ano
1427	Ano
1428	Ano
1429	Ano
1431	Ano
1434	Ano
1435	Ano
1436	Ano
1437	Ano
1438	Ano
1439	Ano
1440	Ano
1441	Ano
1442	Ano
1444	Ano
1446	Ano
1447	Ano
1448	Ano
1449	Ano
1450	Ano
1451	Ano
1452	Ano
1453	Ano
1454	Ano
1456	Ano
1457	Ano
1458	Ano
1459	Ano
1460	Ano
1461	Ano
1462	Ano
1463	Ano
1464	Ano
1465	Ano
1466	Ano
1467	Ano
1468	Ano
1469	Ano
1470	Ano
1471	Ano
1472	Ano
1473	Ano
1474	Ano
1475	Ano
1476	Ano
1477	Ano
1478	Ano
1479	Ano
1480	Ano
1481	Ano
1482	Ano
1483	Ano
1484	Ano
1485	Ano
1486	Ano
1487	Ano
1488	Ano
1489	Ano
1490	Ano
1491	Ano
1492	Ano
1493	Ano
1494	Ano
1495	Ano
1496	Ano
1497	Ano
1498	Ano
1499	Ano
1500	Ano
1501	Ano
1502	Ano
1503	Ano
1504	Ano
1505	Ano
1506	Ano
1507	Ano
1508	Ano
1509	Ano
1510	Ano
1511	Ano
1512	Ano
1513	Ano
1514	Ano
1515	Ano
1516	Ano
1517	Ano
1518	Ano
1519	Ano
1520	Ano
1521	Ano
1522	Ano
1523	Ano
1524	Ano
1525	Ano
1526	Ano
1527	Ano
1528	Ano
1529	Ano
1530	Ano
1531	Ano
1532	Ano
1533	Ano
1534	Ano
1535	Ano
1536	Ano
1537	Ano
1538	Ano
1539	Ano
1540	Ano
1541	Ano
1542	Ano
1543	Ano
1544	Ano
1545	Ano
1546	Ano
1547	Ano
1548	Ano
1549	Ano
1550	Ano
1551	Ano
1552	Ano
1553	Ano
1554	Ano
1555	Ano
1556	Ano
1557	Ano
1558	Ano
1559	Ano
1560	Ano
1561	Ano
1562	Ano
1563	Ano
1564	Ano
1565	Ano
1566	Ano
1567	Ano
1568	Ano
1569	Ano
1570	Ano
1571	Ano
1572	Ano
1573	Ano
1574	Ano
1575	Ano
1576	Ano
1577	Ano
1578	Ano
1579	Ano
1580	Ano
1581	Ano
1582	Ano
1583	Ano
1584	Ano
1585	Ano
1586	Ano
1587	Ano
1588	Ano
1589	Ano
1590	Ano
1591	Ano
1592	Ano
1593	Ano
1594	Ano
1595	Ano
1596	Ano
1597	Ano
1598	Ano
1599	Ano
1600	Ano
1601	Ano
1602	Ano
1603	Ano
1604	Ano
1605	Ano
1606	Ano
1607	Ano
1608	Ano
1609	Ano
1611	Ano
1612	Ano
1613	Ano
1614	Ano
1615	Ano
1616	Trimestre
1617	Ano
1618	Mês
1619	Ano
1620	Trimestre
1621	Trimestre
1622	Ano
1624	Ano
1625	Ano
1626	Ano
1627	Ano
1628	Mês
1629	Ano
1630	Ano
1631	Ano
1632	Ano
1633	Ano
1634	Ano
1635	Ano
1636	Ano
1637	Ano
1638	Ano
1639	Ano
1640	Ano
1641	Ano
1642	Ano
1643	Ano
1644	Ano
1645	Ano
1646	Mês
1647	Ano
1648	Ano
1649	Ano
1650	Ano
1651	Ano
1652	Ano
1653	Ano
1654	Ano
1655	Ano
1656	Ano
1657	Ano
1658	Ano
1659	Ano
1660	Ano
1661	Ano
1662	Ano
1663	Ano
1664	Ano
1665	Ano
1667	Ano
1668	Ano
1669	Ano
1670	Ano
1671	Ano
1672	Ano
1673	Ano
1674	Ano
1675	Ano
1676	Ano
1677	Ano
1678	Ano
1679	Ano
1680	Ano
1681	Ano
1682	Ano
1683	Ano
1684	Ano
1685	Ano
1686	Mês
1687	Ano
1688	Ano
1689	Ano
1690	Mês
1691	Mês
1692	Mês
1693	Mês
1694	Mês
1695	Ano
1699	Ano
1702	Ano
1704	Ano
1705	Mês
1706	Ano
1708	Ano
1709	Ano
1710	Ano
1711	Ano
1712	Ano
1713	Ano
1714	Ano
1715	Ano
1716	Ano
1717	Ano
1718	Ano
1719	Ano
1720	Ano
1722	Ano
1723	Ano
1724	Ano
1727	Ano
1728	Ano
1729	Ano
1730	Ano
1731	Ano
1732	Ano
1733	Ano
1734	Ano
1735	Ano
1736	Mês
1737	Mês
1738	Ano
1739	Ano
1740	Ano
1741	Ano
1742	Ano
1743	Ano
1744	Ano
1745	Ano
1746	Ano
1747	Ano
1748	Ano
1749	Ano
1750	Ano
1751	Ano
1752	Ano
1753	Ano
1754	Ano
1755	Ano
1756	Ano
1757	Ano
1758	Ano
1759	Ano
1760	Ano
1761	Ano
1762	Ano
1764	Ano
1765	Ano
1766	Ano
1767	Ano
1768	Ano
1769	Ano
1770	Ano
1772	Ano
1773	Ano
1774	Ano
1775	Ano
1776	Ano
1777	Ano
1778	Ano
1779	Ano
1780	Ano
1781	Ano
1782	Ano
1783	Ano
1784	Ano
1785	Ano
1786	Ano
1787	Ano
1788	Ano
1789	Ano
1790	Ano
1791	Ano
1792	Ano
1793	Ano
1794	Ano
1795	Ano
1796	Ano
1797	Ano
1798	Ano
1799	Ano
1800	Ano
1801	Ano
1802	Ano
1803	Ano
1804	Ano
1805	Ano
1806	Ano
1807	Ano
1808	Ano
1809	Ano
1810	Ano
1811	Ano
1812	Ano
1813	Ano
1814	Ano
1815	Ano
1816	Ano
1817	Ano
1818	Ano
1819	Ano
1820	Ano
1821	Ano
1822	Ano
1823	Ano
1824	Ano
1825	Ano
1826	Ano
1827	Ano
1828	Ano
1829	Ano
1830	Ano
1831	Ano
1832	Ano
1833	Ano
1834	Ano
1835	Ano
1836	Ano
1837	Ano
1838	Ano
1839	Ano
1840	Ano
1841	Ano
